transport_id,order_id,origin,destination,transport_mode,distance_km,planned_days,actual_days,transport_cost,status
TRS-03782,ORD-04557,河南洛阳,西安,铁路,531.8,2,2,20242.02,已送达
TRS-03783,ORD-04558,福建上杭,杭州,公路,1056.5,3,3,35762.37,已送达
TRS-03784,ORD-04560,福建上杭,深圳,水运,946.1,5,5,24835.45,已送达
TRS-03785,ORD-04561,贵州贞丰,重庆,公路,539.3,2,2,21658.45,已送达
TRS-03786,ORD-04562,福建上杭,合肥,铁路,776.0,3,3,38777.48,已送达
TRS-03787,ORD-04563,福建上杭,佛山,水运,1049.3,5,6,23382.62,已送达
TRS-03788,ORD-04565,黑龙江多宝山,哈尔滨,公路,412.0,1,1,15762.57,已送达
TRS-03789,ORD-04566,新疆阿勒泰,石家庄,铁路,3696.8,7,8,97991.68,已送达
TRS-03790,ORD-04567,福建上杭,苏州,公路,909.6,3,3,44729.12,已送达
TRS-03791,ORD-04568,贵州贞丰,昆明,公路,608.0,2,2,30286.18,已送达
TRS-03792,ORD-04569,福建上杭,汕头,水运,702.7,4,4,21060.61,已送达
TRS-03793,ORD-04570,福建上杭,无锡,公路,886.3,3,3,42707.04,已送达
TRS-03794,ORD-04571,福建上杭,上海,水运,917.6,5,5,19094.94,已送达
TRS-03795,ORD-04573,新疆阿勒泰,天津,铁路,4055.7,7,7,97584.58,已送达
TRS-03796,ORD-04574,贵州贞丰,贵阳,公路,283.4,1,1,10319.59,已送达
TRS-03797,ORD-04576,河南洛阳,银川,铁路,1277.8,4,5,54027.98,已送达
TRS-03798,ORD-04577,福建上杭,温州,公路,677.8,2,2,30710.14,运输中
TRS-03799,ORD-04578,福建上杭,东莞,水运,962.4,5,5,28190.90,已送达
TRS-03800,ORD-04579,新疆阿勒泰,太原,铁路,3168.8,6,7,84350.77,已送达
TRS-03801,ORD-04580,福建上杭,苏州,公路,1055.4,3,3,41923.75,已送达
TRS-03802,ORD-04581,黑龙江多宝山,大连,铁路,1038.8,3,3,42280.42,已送达
TRS-03803,ORD-04582,贵州贞丰,南宁,铁路,756.2,3,4,30859.04,已送达
TRS-03804,ORD-04584,福建上杭,珠海,水运,1032.3,5,5,24339.29,已送达
TRS-03805,ORD-04585,河南洛阳,乌鲁木齐,铁路,3178.6,7,9,78583.91,延误
TRS-03806,ORD-04586,新疆阿勒泰,呼和浩特,铁路,2632.1,6,6,79406.81,已送达
TRS-03807,ORD-04587,福建上杭,上海,公路,985.9,3,3,41631.35,已送达
TRS-03808,ORD-04588,贵州贞丰,成都,公路,655.3,2,2,29020.60,已送达
TRS-03809,ORD-04590,福建上杭,厦门,公路,274.5,1,1,12330.08,已送达
TRS-03810,ORD-04591,福建上杭,杭州,水运,756.2,4,4,17538.56,已送达
TRS-03811,ORD-04592,新疆阿勒泰,北京,铁路,3778.5,7,7,111551.38,已送达
TRS-03812,ORD-04594,福建上杭,广州,水运,1266.4,5,5,24075.12,已送达
TRS-03813,ORD-04595,贵州贞丰,重庆,公路,458.9,2,2,21010.86,已送达
TRS-03814,ORD-04596,黑龙江多宝山,沈阳,铁路,881.9,3,3,30558.08,已送达
TRS-03815,ORD-04597,福建上杭,合肥,公路,922.7,3,3,45316.36,已送达
TRS-03816,ORD-04598,新疆阿勒泰,石家庄,铁路,3425.2,7,8,101158.23,已送达
TRS-03817,ORD-04599,福建上杭,深圳,水运,1018.7,5,5,23872.67,已送达
TRS-03818,ORD-04600,贵州贞丰,昆明,公路,630.7,2,2,30412.30,已送达
TRS-03819,ORD-04601,福建上杭,上海,公路,1039.6,3,3,38512.85,已送达
TRS-03820,ORD-04602,福建上杭,广州,铁路,1029.0,4,4,35510.24,已送达
TRS-03821,ORD-04603,新疆阿勒泰,北京,铁路,3685.0,7,8,101726.28,已送达
TRS-03822,ORD-04604,贵州贞丰,成都,公路,756.1,2,2,24053.18,运输中
TRS-03823,ORD-04605,福建上杭,南京,水运,903.4,5,5,20753.85,已送达
TRS-03824,ORD-04606,新疆阿勒泰,兰州,铁路,3000.9,6,7,85795.29,已送达
TRS-03825,ORD-04608,福建上杭,杭州,公路,1027.8,3,3,48072.82,已送达
TRS-03826,ORD-04609,黑龙江多宝山,沈阳,铁路,927.9,3,3,28549.57,已送达
TRS-03827,ORD-04610,河南洛阳,北京,公路,703.6,2,3,32606.32,已送达
TRS-03828,ORD-04612,贵州贞丰,重庆,公路,543.5,2,2,21818.90,已送达
TRS-03829,ORD-04613,福建上杭,上海,水运,790.6,5,6,20507.65,已送达
TRS-03830,ORD-04614,新疆阿勒泰,天津,铁路,3380.5,7,9,103253.78,延误
TRS-03831,ORD-04615,河南洛阳,西安,公路,607.7,2,2,20632.06,已送达
TRS-03832,ORD-04616,福建上杭,合肥,公路,835.1,3,3,35948.32,已送达
TRS-03833,ORD-04618,福建上杭,深圳,水运,1167.0,5,5,27182.57,已送达
TRS-03834,ORD-04619,贵州贞丰,昆明,公路,580.2,2,2,26635.39,已送达
TRS-03835,ORD-04621,福建上杭,苏州,公路,1058.5,3,4,44673.07,已送达
TRS-03836,ORD-04622,福建上杭,佛山,铁路,996.5,4,4,39457.73,已送达
TRS-03837,ORD-04623,新疆阿勒泰,银川,铁路,2574.1,5,6,67441.75,已送达
TRS-03838,ORD-04624,福建上杭,无锡,公路,1026.9,3,3,41343.38,已送达
TRS-03839,ORD-04625,黑龙江多宝山,长春,铁路,626.9,2,2,23887.52,已送达
TRS-03840,ORD-04626,新疆阿勒泰,石家庄,铁路,3419.6,7,7,94169.36,已送达
TRS-03841,ORD-04628,福建上杭,东莞,水运,985.1,5,5,25911.53,已送达
TRS-03842,ORD-04629,贵州贞丰,武汉,铁路,1117.9,4,5,43503.18,已送达
TRS-03843,ORD-04630,河南洛阳,乌鲁木齐,铁路,3647.3,7,8,81935.13,已送达
TRS-03844,ORD-04631,黑龙江多宝山,哈尔滨,公路,381.2,1,1,16127.88,已送达
TRS-03845,ORD-04633,福建上杭,汕头,公路,711.3,2,2,28710.57,已送达
TRS-03846,ORD-04634,新疆阿勒泰,太原,铁路,3290.7,6,7,97904.53,已送达
TRS-03847,ORD-04635,贵州贞丰,贵阳,公路,309.2,1,1,11209.40,已送达
TRS-03848,ORD-04637,福建上杭,珠海,水运,1077.4,5,5,25382.16,已送达
TRS-03849,ORD-04638,河南洛阳,西宁,铁路,1205.8,4,5,44431.66,已送达
TRS-03850,ORD-04639,福建上杭,温州,公路,615.8,2,2,29588.67,已送达
TRS-03851,ORD-04640,黑龙江多宝山,大连,铁路,786.5,3,4,40029.16,已送达
TRS-03852,ORD-04641,新疆阿勒泰,呼和浩特,铁路,2685.3,6,6,81126.24,已送达
TRS-03853,ORD-04642,贵州贞丰,南宁,铁路,806.4,3,3,34215.01,已送达
TRS-03854,ORD-04643,福建上杭,宁波,水运,652.6,4,4,18110.12,已送达
TRS-03855,ORD-04645,河南洛阳,郑州,公路,168.4,1,1,8877.42,已送达
TRS-03856,ORD-04646,贵州贞丰,成都,公路,589.9,2,3,29783.82,已送达
TRS-03857,ORD-04648,黑龙江多宝山,长春,铁路,661.4,2,2,21513.17,已送达
TRS-03858,ORD-04649,新疆阿勒泰,兰州,铁路,3116.1,6,8,85930.59,延误
TRS-03859,ORD-04650,福建上杭,厦门,公路,282.4,1,1,13777.07,已送达
TRS-03860,ORD-04651,福建上杭,上海,水运,773.6,5,5,19879.02,已送达
TRS-03861,ORD-04652,新疆阿勒泰,北京,铁路,3458.6,7,7,99544.33,已送达
TRS-03862,ORD-04654,福建上杭,广州,水运,1337.8,5,6,22369.41,已送达
TRS-03863,ORD-04655,福建上杭,南京,公路,916.9,3,3,36435.40,已送达
TRS-03864,ORD-04656,黑龙江多宝山,沈阳,铁路,837.8,3,4,28015.23,已送达
TRS-03865,ORD-04657,河南洛阳,西安,铁路,527.2,2,2,20366.17,已送达
TRS-03866,ORD-04658,福建上杭,杭州,公路,841.4,3,3,45620.99,已送达
TRS-03867,ORD-04660,福建上杭,深圳,水运,1106.5,5,5,21646.83,已送达
TRS-03868,ORD-04661,贵州贞丰,重庆,公路,503.4,2,2,19873.22,已送达
TRS-03869,ORD-04662,福建上杭,合肥,铁路,772.2,3,3,34687.62,已送达
TRS-03870,ORD-04663,福建上杭,佛山,水运,1094.2,5,6,29264.05,已送达
TRS-03871,ORD-04665,黑龙江多宝山,哈尔滨,公路,385.1,1,1,13960.27,已送达
TRS-03872,ORD-04666,新疆阿勒泰,石家庄,铁路,3049.8,7,8,84065.55,已送达
TRS-03873,ORD-04667,福建上杭,苏州,公路,891.2,3,3,42497.03,已送达
TRS-03874,ORD-04668,贵州贞丰,昆明,公路,507.6,2,2,27273.74,已送达
TRS-03875,ORD-04669,福建上杭,汕头,水运,692.5,4,4,19658.18,已送达
TRS-03876,ORD-04670,福建上杭,无锡,公路,1031.3,3,3,46460.30,已送达
TRS-03877,ORD-04671,福建上杭,上海,水运,922.1,5,5,20647.86,已送达
TRS-03878,ORD-04673,新疆阿勒泰,天津,铁路,3122.0,7,7,99269.49,已送达
TRS-03879,ORD-04674,贵州贞丰,贵阳,公路,273.7,1,1,12311.87,已送达
TRS-03880,ORD-04676,河南洛阳,银川,铁路,1052.6,4,5,46407.36,已送达
TRS-03881,ORD-04677,福建上杭,温州,公路,707.1,2,2,36432.61,运输中
TRS-03882,ORD-04678,福建上杭,东莞,水运,1024.7,5,5,22609.68,已送达
TRS-03883,ORD-04679,新疆阿勒泰,太原,铁路,3627.4,6,7,85088.49,已送达
TRS-03884,ORD-04680,福建上杭,苏州,公路,936.5,3,3,49264.24,已送达
TRS-03885,ORD-04681,黑龙江多宝山,大连,铁路,1053.5,3,3,41666.22,已送达
TRS-03886,ORD-04682,贵州贞丰,南宁,铁路,858.7,3,4,28080.70,已送达
TRS-03887,ORD-04684,福建上杭,珠海,水运,1205.4,5,5,20737.83,已送达
TRS-03888,ORD-04685,河南洛阳,乌鲁木齐,铁路,3466.8,7,9,85289.25,延误
TRS-03889,ORD-04686,新疆阿勒泰,呼和浩特,铁路,2472.1,6,6,80711.83,已送达
TRS-03890,ORD-04687,福建上杭,上海,公路,939.0,3,3,46159.11,已送达
TRS-03891,ORD-04688,贵州贞丰,成都,公路,680.8,2,2,29766.27,已送达
TRS-03892,ORD-04690,福建上杭,厦门,公路,281.4,1,1,10291.87,已送达
TRS-03893,ORD-04691,福建上杭,杭州,水运,652.0,4,4,19974.62,已送达
TRS-03894,ORD-04692,新疆阿勒泰,北京,铁路,3563.8,7,7,107667.11,已送达
TRS-03895,ORD-04694,福建上杭,广州,水运,1370.1,5,5,29723.33,已送达
TRS-03896,ORD-04695,贵州贞丰,重庆,公路,557.7,2,2,25045.24,已送达
TRS-03897,ORD-04696,黑龙江多宝山,沈阳,铁路,699.2,3,3,33475.81,已送达
TRS-03898,ORD-04697,福建上杭,合肥,公路,835.1,3,3,43005.04,已送达
TRS-03899,ORD-04698,新疆阿勒泰,石家庄,铁路,4007.2,7,8,99819.36,已送达
TRS-03900,ORD-04699,福建上杭,深圳,水运,1062.3,5,5,24114.40,已送达
TRS-03901,ORD-04700,贵州贞丰,昆明,公路,503.3,2,2,28664.56,已送达
TRS-03902,ORD-04701,福建上杭,上海,公路,844.8,3,3,40780.44,已送达
TRS-03903,ORD-04702,福建上杭,广州,铁路,1037.6,4,4,34598.58,已送达
TRS-03904,ORD-04703,新疆阿勒泰,北京,铁路,3129.5,7,8,91615.91,已送达
TRS-03905,ORD-04704,贵州贞丰,成都,公路,607.6,2,2,24815.48,运输中
TRS-03906,ORD-04705,福建上杭,南京,水运,725.9,5,5,25300.79,已送达
TRS-03907,ORD-04706,新疆阿勒泰,兰州,铁路,2896.8,6,7,88200.92,已送达
TRS-03908,ORD-04708,福建上杭,杭州,公路,903.1,3,3,42893.34,已送达
TRS-03909,ORD-04709,黑龙江多宝山,沈阳,铁路,705.5,3,3,29843.17,已送达
TRS-03910,ORD-04710,河南洛阳,北京,公路,811.4,2,3,34296.08,已送达
TRS-03911,ORD-04712,贵州贞丰,重庆,公路,482.6,2,2,21488.57,已送达
TRS-03912,ORD-04713,福建上杭,上海,水运,758.5,5,6,21421.72,已送达
TRS-03913,ORD-04714,新疆阿勒泰,天津,铁路,4086.8,7,9,89725.96,延误
TRS-03914,ORD-04715,河南洛阳,西安,公路,469.5,2,2,22601.76,已送达
TRS-03915,ORD-04716,福建上杭,合肥,公路,989.6,3,3,35052.04,已送达
TRS-03916,ORD-04718,福建上杭,深圳,水运,941.9,5,5,21551.95,已送达
TRS-03917,ORD-04719,贵州贞丰,昆明,公路,494.0,2,2,25888.07,已送达
TRS-03918,ORD-04721,福建上杭,苏州,公路,908.2,3,4,43661.02,已送达
TRS-03919,ORD-04722,福建上杭,佛山,铁路,1174.7,4,4,31675.14,已送达
TRS-03920,ORD-04723,新疆阿勒泰,银川,铁路,2042.6,5,6,65557.58,已送达
TRS-03921,ORD-04724,福建上杭,无锡,公路,1130.1,3,3,47281.90,已送达
TRS-03922,ORD-04725,黑龙江多宝山,长春,铁路,587.8,2,2,29463.70,已送达
TRS-03923,ORD-04726,新疆阿勒泰,石家庄,铁路,3959.2,7,7,95508.24,已送达
TRS-03924,ORD-04728,福建上杭,东莞,水运,1162.7,5,5,22533.65,已送达
TRS-03925,ORD-04729,贵州贞丰,武汉,铁路,1269.2,4,5,40167.08,已送达
TRS-03926,ORD-04730,河南洛阳,乌鲁木齐,铁路,3485.8,7,8,99704.70,已送达
TRS-03927,ORD-04731,黑龙江多宝山,哈尔滨,公路,319.0,1,1,13986.02,已送达
TRS-03928,ORD-04733,福建上杭,汕头,公路,759.5,2,2,26642.46,已送达
TRS-03929,ORD-04734,新疆阿勒泰,太原,铁路,2977.4,6,7,91781.21,已送达
TRS-03930,ORD-04735,贵州贞丰,贵阳,公路,294.5,1,1,11281.87,已送达
TRS-03931,ORD-04737,福建上杭,珠海,水运,1073.7,5,5,25777.60,已送达
TRS-03932,ORD-04738,河南洛阳,西宁,铁路,1538.1,4,5,53723.80,已送达
TRS-03933,ORD-04739,福建上杭,温州,公路,743.9,2,2,34041.82,已送达
TRS-03934,ORD-04740,黑龙江多宝山,大连,铁路,801.0,3,4,38611.87,已送达
TRS-03935,ORD-04741,新疆阿勒泰,呼和浩特,铁路,2584.5,6,6,71718.27,已送达
TRS-03936,ORD-04742,贵州贞丰,南宁,铁路,816.7,3,3,29018.43,已送达
TRS-03937,ORD-04743,福建上杭,宁波,水运,747.1,4,4,19404.38,已送达
TRS-03938,ORD-04745,河南洛阳,郑州,公路,144.6,1,1,7236.13,已送达
TRS-03939,ORD-04746,贵州贞丰,成都,公路,639.2,2,3,24869.07,已送达
TRS-03940,ORD-04748,黑龙江多宝山,长春,铁路,669.8,2,2,21611.35,已送达
TRS-03941,ORD-04749,新疆阿勒泰,兰州,铁路,3146.5,6,8,83227.29,延误
TRS-03942,ORD-04750,福建上杭,厦门,公路,222.8,1,1,11391.17,已送达
TRS-03943,ORD-04751,福建上杭,上海,水运,855.9,5,5,19246.68,已送达
TRS-03944,ORD-04752,新疆阿勒泰,北京,铁路,3574.0,7,7,89433.95,已送达
TRS-03945,ORD-04754,福建上杭,广州,水运,1303.3,5,6,26632.81,已送达
TRS-03946,ORD-04755,福建上杭,南京,公路,869.3,3,3,46941.28,已送达
TRS-03947,ORD-04756,黑龙江多宝山,沈阳,铁路,876.9,3,4,30913.95,已送达
TRS-03948,ORD-04757,河南洛阳,西安,铁路,461.7,2,2,20278.32,已送达
TRS-03949,ORD-04758,福建上杭,杭州,公路,1039.9,3,3,38670.20,已送达
TRS-03950,ORD-04760,福建上杭,深圳,水运,1012.1,5,5,23923.00,已送达
TRS-03951,ORD-04761,贵州贞丰,重庆,公路,408.7,2,2,20774.18,已送达
TRS-03952,ORD-04762,福建上杭,合肥,铁路,874.2,3,3,37504.67,已送达
TRS-03953,ORD-04763,福建上杭,佛山,水运,1132.1,5,6,25153.08,已送达
TRS-03954,ORD-04765,黑龙江多宝山,哈尔滨,公路,387.8,1,1,14581.50,已送达
TRS-03955,ORD-04766,新疆阿勒泰,石家庄,铁路,3180.0,7,8,81372.62,已送达
TRS-03956,ORD-04767,福建上杭,苏州,公路,998.3,3,3,39351.11,已送达
TRS-03957,ORD-04768,贵州贞丰,昆明,公路,596.5,2,2,27844.31,已送达
TRS-03958,ORD-04769,福建上杭,汕头,水运,676.1,4,4,17191.30,已送达
TRS-03959,ORD-04770,福建上杭,无锡,公路,1118.3,3,3,38231.51,已送达
TRS-03960,ORD-04771,福建上杭,上海,水运,994.5,5,5,22453.42,已送达
TRS-03961,ORD-04773,新疆阿勒泰,天津,铁路,3575.5,7,7,92520.13,已送达
TRS-03962,ORD-04774,贵州贞丰,贵阳,公路,243.0,1,1,12808.85,已送达
TRS-03963,ORD-04776,河南洛阳,银川,铁路,1194.9,4,5,42265.20,已送达
TRS-03964,ORD-04777,福建上杭,温州,公路,584.8,2,2,27502.02,运输中
TRS-03965,ORD-04778,福建上杭,东莞,水运,1181.9,5,5,26038.25,已送达
TRS-03966,ORD-04779,新疆阿勒泰,太原,铁路,2975.0,6,7,96238.36,已送达
TRS-03967,ORD-04780,福建上杭,苏州,公路,1115.9,3,3,41898.21,已送达
TRS-03968,ORD-04781,黑龙江多宝山,大连,铁路,893.1,3,3,36637.42,已送达
TRS-03969,ORD-04782,贵州贞丰,南宁,铁路,780.0,3,4,29222.24,已送达
TRS-03970,ORD-04784,福建上杭,珠海,水运,1268.4,5,5,26851.58,已送达
TRS-03971,ORD-04785,河南洛阳,乌鲁木齐,铁路,3085.9,7,9,76394.30,延误
TRS-03972,ORD-04786,新疆阿勒泰,呼和浩特,铁路,2751.4,6,6,74016.85,已送达
TRS-03973,ORD-04787,福建上杭,上海,公路,875.1,3,3,40707.67,已送达
TRS-03974,ORD-04788,贵州贞丰,成都,公路,661.7,2,2,24967.94,已送达
TRS-03975,ORD-04790,福建上杭,厦门,公路,231.3,1,1,12734.80,已送达
TRS-03976,ORD-04791,福建上杭,杭州,水运,777.3,4,4,23411.24,已送达
TRS-03977,ORD-04792,新疆阿勒泰,北京,铁路,3596.3,7,7,102027.24,已送达
TRS-03978,ORD-04794,福建上杭,广州,水运,1052.3,5,5,28686.01,已送达
TRS-03979,ORD-04795,贵州贞丰,重庆,公路,563.6,2,2,24807.84,已送达
TRS-03980,ORD-04796,黑龙江多宝山,沈阳,铁路,740.8,3,3,27400.64,已送达
TRS-03981,ORD-04797,福建上杭,合肥,公路,840.4,3,3,36152.92,已送达
TRS-03982,ORD-04798,新疆阿勒泰,石家庄,铁路,3246.8,7,8,82061.79,已送达
TRS-03983,ORD-04799,福建上杭,深圳,水运,1246.2,5,5,28068.63,已送达
TRS-03984,ORD-04800,贵州贞丰,昆明,公路,615.7,2,2,24524.71,已送达
TRS-03985,ORD-04801,福建上杭,上海,公路,1147.8,3,3,48453.43,已送达
TRS-03986,ORD-04802,福建上杭,广州,铁路,1150.8,4,4,37343.59,已送达
TRS-03987,ORD-04803,新疆阿勒泰,北京,铁路,2995.4,7,8,90797.68,已送达
TRS-03988,ORD-04804,贵州贞丰,成都,公路,607.4,2,2,31949.68,运输中
TRS-03989,ORD-04805,福建上杭,南京,水运,910.2,5,5,22994.29,已送达
TRS-03990,ORD-04806,新疆阿勒泰,兰州,铁路,2405.3,6,7,70463.09,已送达
TRS-03991,ORD-04808,福建上杭,杭州,公路,867.9,3,3,43474.07,已送达
TRS-03992,ORD-04809,黑龙江多宝山,沈阳,铁路,837.0,3,3,33122.05,已送达
TRS-03993,ORD-04810,河南洛阳,北京,公路,858.4,2,3,39173.65,已送达
TRS-03994,ORD-04812,贵州贞丰,重庆,公路,428.2,2,2,21811.64,已送达
TRS-03995,ORD-04813,福建上杭,上海,水运,791.9,5,6,23114.72,已送达
TRS-03996,ORD-04814,新疆阿勒泰,天津,铁路,3570.4,7,9,96999.22,延误
TRS-03997,ORD-04815,河南洛阳,西安,公路,507.8,2,2,28284.36,已送达
TRS-03998,ORD-04816,福建上杭,合肥,公路,927.2,3,3,38437.84,已送达
TRS-03999,ORD-04818,福建上杭,深圳,水运,945.6,5,5,24616.83,已送达
TRS-04000,ORD-04819,贵州贞丰,昆明,公路,503.3,2,2,30391.71,已送达
TRS-04001,ORD-04821,福建上杭,苏州,公路,1032.9,3,4,45820.15,已送达
TRS-04002,ORD-04822,福建上杭,佛山,铁路,1178.1,4,4,32621.98,已送达
TRS-04003,ORD-04823,新疆阿勒泰,银川,铁路,2233.7,5,6,81018.22,已送达
TRS-04004,ORD-04824,福建上杭,无锡,公路,1052.2,3,3,40665.10,已送达
TRS-04005,ORD-04825,黑龙江多宝山,长春,铁路,562.0,2,2,22961.88,已送达
TRS-04006,ORD-04826,新疆阿勒泰,石家庄,铁路,3269.0,7,7,100672.47,已送达
TRS-04007,ORD-04828,福建上杭,东莞,水运,1003.3,5,5,23296.34,已送达
TRS-04008,ORD-04829,贵州贞丰,武汉,铁路,1125.9,4,5,41499.02,已送达
TRS-04009,ORD-04830,河南洛阳,乌鲁木齐,铁路,3454.9,7,8,85297.96,已送达
TRS-04010,ORD-04831,黑龙江多宝山,哈尔滨,公路,362.5,1,1,15924.93,已送达
TRS-04011,ORD-04833,福建上杭,汕头,公路,605.2,2,2,27508.71,已送达
TRS-04012,ORD-04834,新疆阿勒泰,太原,铁路,3333.1,6,7,80631.34,已送达
TRS-04013,ORD-04835,贵州贞丰,贵阳,公路,268.0,1,1,13027.04,已送达
TRS-04014,ORD-04837,福建上杭,珠海,水运,1244.0,5,5,21373.12,已送达
TRS-04015,ORD-04838,河南洛阳,西宁,铁路,1307.8,4,5,46123.64,已送达
TRS-04016,ORD-04839,福建上杭,温州,公路,750.4,2,2,28602.37,已送达
TRS-04017,ORD-04840,黑龙江多宝山,大连,铁路,769.0,3,4,40093.31,已送达
TRS-04018,ORD-04841,新疆阿勒泰,呼和浩特,铁路,2404.1,6,6,84724.69,已送达
TRS-04019,ORD-04842,贵州贞丰,南宁,铁路,889.5,3,3,27424.93,已送达
TRS-04020,ORD-04843,福建上杭,宁波,水运,780.1,4,4,18914.00,已送达
TRS-04021,ORD-04845,河南洛阳,郑州,公路,160.4,1,1,7571.67,已送达
TRS-04022,ORD-04846,贵州贞丰,成都,公路,588.6,2,3,24637.14,已送达
TRS-04023,ORD-04848,黑龙江多宝山,长春,铁路,665.8,2,2,26603.43,已送达
TRS-04024,ORD-04849,新疆阿勒泰,兰州,铁路,2978.4,6,8,82926.93,延误
TRS-04025,ORD-04850,福建上杭,厦门,公路,215.1,1,1,12246.13,已送达
TRS-04026,ORD-04851,福建上杭,上海,水运,890.7,5,5,25435.83,已送达
TRS-04027,ORD-04852,新疆阿勒泰,北京,铁路,4018.3,7,7,88565.56,已送达
TRS-04028,ORD-04854,福建上杭,广州,水运,1084.3,5,6,23743.93,已送达
TRS-04029,ORD-04855,福建上杭,南京,公路,922.1,3,3,43191.16,已送达
TRS-04030,ORD-04856,黑龙江多宝山,沈阳,铁路,688.3,3,4,27590.72,已送达
TRS-04031,ORD-04857,河南洛阳,西安,铁路,473.7,2,2,19304.76,已送达
TRS-04032,ORD-04858,福建上杭,杭州,公路,805.4,3,3,41155.30,已送达
TRS-04033,ORD-04860,福建上杭,深圳,水运,1018.3,5,5,23037.77,已送达
TRS-04034,ORD-04861,贵州贞丰,重庆,公路,521.4,2,2,24953.76,已送达
TRS-04035,ORD-04862,福建上杭,合肥,铁路,762.0,3,3,30716.74,已送达
TRS-04036,ORD-04863,福建上杭,佛山,水运,1038.8,5,6,24249.70,已送达
TRS-04037,ORD-04865,黑龙江多宝山,哈尔滨,公路,346.9,1,1,17174.81,已送达
TRS-04038,ORD-04866,新疆阿勒泰,石家庄,铁路,3979.9,7,8,91151.58,已送达
TRS-04039,ORD-04867,福建上杭,苏州,公路,884.2,3,3,47710.43,已送达
TRS-04040,ORD-04868,贵州贞丰,昆明,公路,511.7,2,2,29080.69,已送达
TRS-04041,ORD-04869,福建上杭,汕头,水运,642.4,4,4,19794.80,已送达
TRS-04042,ORD-04870,福建上杭,无锡,公路,1007.0,3,3,37319.10,已送达
TRS-04043,ORD-04871,福建上杭,上海,水运,928.3,5,5,23541.69,已送达
TRS-04044,ORD-04873,新疆阿勒泰,天津,铁路,3889.7,7,7,97568.41,已送达
TRS-04045,ORD-04874,贵州贞丰,贵阳,公路,262.8,1,1,10632.04,已送达
TRS-04046,ORD-04876,河南洛阳,银川,铁路,1215.5,4,5,50864.74,已送达
TRS-04047,ORD-04877,福建上杭,温州,公路,697.7,2,2,28738.59,运输中
TRS-04048,ORD-04878,福建上杭,东莞,水运,1015.2,5,5,21717.89,已送达
TRS-04049,ORD-04879,新疆阿勒泰,太原,铁路,3529.4,6,7,88650.83,已送达
TRS-04050,ORD-04880,福建上杭,苏州,公路,895.0,3,3,40259.27,已送达
TRS-04051,ORD-04881,黑龙江多宝山,大连,铁路,900.9,3,3,35795.12,已送达
TRS-04052,ORD-04882,贵州贞丰,南宁,铁路,916.5,3,4,34706.05,已送达
TRS-04053,ORD-04884,福建上杭,珠海,水运,1250.0,5,5,25788.22,已送达
TRS-04054,ORD-04885,河南洛阳,乌鲁木齐,铁路,2808.1,7,9,88907.63,延误
TRS-04055,ORD-04886,新疆阿勒泰,呼和浩特,铁路,2344.3,6,6,67435.13,已送达
TRS-04056,ORD-04887,福建上杭,上海,公路,949.8,3,3,51377.40,已送达
TRS-04057,ORD-04888,贵州贞丰,成都,公路,672.6,2,2,25321.83,已送达
TRS-04058,ORD-04890,福建上杭,厦门,公路,256.4,1,1,11745.19,已送达
TRS-04059,ORD-04891,福建上杭,杭州,水运,797.3,4,4,18962.18,已送达
TRS-04060,ORD-04892,新疆阿勒泰,北京,铁路,3001.8,7,7,94581.62,已送达
TRS-04061,ORD-04894,福建上杭,广州,水运,1198.5,5,5,28486.09,已送达
TRS-04062,ORD-04895,贵州贞丰,重庆,公路,544.0,2,2,25113.48,已送达
TRS-04063,ORD-04896,黑龙江多宝山,沈阳,铁路,914.6,3,3,32405.02,已送达
TRS-04064,ORD-04897,福建上杭,合肥,公路,1001.8,3,3,39153.28,已送达
TRS-04065,ORD-04898,新疆阿勒泰,石家庄,铁路,3556.8,7,8,89490.88,已送达
TRS-04066,ORD-04899,福建上杭,深圳,水运,1182.6,5,5,29425.75,已送达
TRS-04067,ORD-04900,贵州贞丰,昆明,公路,607.6,2,2,28831.01,已送达
TRS-04068,ORD-04901,福建上杭,上海,公路,1135.1,3,3,44377.11,已送达
TRS-04069,ORD-04902,福建上杭,广州,铁路,1336.8,4,4,38879.74,已送达
TRS-04070,ORD-04903,新疆阿勒泰,北京,铁路,3171.8,7,8,99647.78,已送达
TRS-04071,ORD-04904,贵州贞丰,成都,公路,591.8,2,2,28912.49,运输中
TRS-04072,ORD-04905,福建上杭,南京,水运,819.7,5,5,25914.99,已送达
TRS-04073,ORD-04906,新疆阿勒泰,兰州,铁路,2481.5,6,7,86074.01,已送达
TRS-04074,ORD-04908,福建上杭,杭州,公路,1058.0,3,3,47497.63,已送达
TRS-04075,ORD-04909,黑龙江多宝山,沈阳,铁路,860.5,3,3,37017.63,已送达
TRS-04076,ORD-04910,河南洛阳,北京,公路,766.0,2,3,32750.69,已送达
TRS-04077,ORD-04912,贵州贞丰,重庆,公路,447.6,2,2,22096.95,已送达
TRS-04078,ORD-04913,福建上杭,上海,水运,832.9,5,6,20990.68,已送达
TRS-04079,ORD-04914,新疆阿勒泰,天津,铁路,3516.3,7,9,107946.31,延误
TRS-04080,ORD-04915,河南洛阳,西安,公路,530.4,2,2,27060.72,已送达
TRS-04081,ORD-04916,福建上杭,合肥,公路,805.7,3,3,34817.08,已送达
TRS-04082,ORD-04918,福建上杭,深圳,水运,1035.9,5,5,24569.80,已送达
